"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"West Nyack","NY","41.096485","-73.9729162","West Nyack","NY","Rockland County","West Nyack, NY"
"West Ocean City","MD","38.3315034","-75.1068511","West Ocean City","MD","Worcester County","West Ocean City, MD"
"West Olive","MI","42.9214101","-86.1464352","West Olive","MI","Ottawa County","West Olive, MI"
"West Orange","NJ","40.7985699","-74.2390828","West Orange","NJ","Essex County","West Orange, NJ"
"West Palm Beach","CA","36.778261","-119.4179324",NA,"CA",NA,"West Palm Beach, CA"
"West Palm Beach","FL","26.7153424","-80.0533746","West Palm Beach","FL","Palm Beach County","West Palm Beach, FL"
"West Philidelphia","PA","39.9600149","-75.2248702","Philadelphia","PA","Philadelphia County","West Philidelphia, PA"
"West Plains","MO","36.7281154","-91.8523711","West Plains","MO","Howell County","West Plains, MO"
"West Pleasant View","CO","39.7327579","-105.1790573","West Pleasant View","CO","Jefferson County","West Pleasant View, CO"
"West Point","CA","38.3990786","-120.527426","West Point","CA","Calaveras County","West Point, CA"
"West Point","KY","37.9995164","-85.9435746","West Point","KY","Hardin County","West Point, KY"
"West Point","MS","33.6076186","-88.6503254","West Point","MS","Clay County","West Point, MS"
"West Point","NE","41.8416659","-96.7086432","West Point","NE","Cuming County","West Point, NE"
"West Point","NY","41.3914827","-73.9559721","West Point","NY","Orange County","West Point, NY"
"West Point","VA","37.5315335","-76.7963504","West Point","VA","King William County","West Point, VA"
"West Reading","PA","40.3337038","-75.9474322","West Reading","PA","Berks County","West Reading, PA"
"West Richland","WA","46.3043015","-119.3614092","West Richland","WA","Benton County","West Richland, WA"
"West Roxbury","MA","42.2782373","-71.1599757","Boston","MA","Suffolk County","West Roxbury, MA"
"West Sacramento","CA","38.5804609","-121.530234","West Sacramento","CA","Yolo County","West Sacramento, CA"
"West Saint Louis","MO","38.6299046","-90.2091541","St. Louis","MO","St. Louis County","West Saint Louis, MO"
"West Saint Paul","MN","44.9160768","-93.1016074","West Saint Paul","MN","Dakota County","West Saint Paul, MN"
"West Salem","OH","40.9714448","-82.1098748","West Salem","OH","Wayne County","West Salem, OH"
"West Salem","OR","44.9428975","-123.0350963","Salem","OR","Marion County","West Salem, OR"
"West Salem","WI","43.8991321","-91.0812465","West Salem","WI","La Crosse County","West Salem, WI"
"West Seattle","WA","47.5666668","-122.3867537","Seattle","WA","King County","West Seattle, WA"
"West Seneca","NY","42.8358977","-78.7538895","West Seneca","NY","Erie County","West Seneca, NY"
"West Shore","PA","40.146033","-76.8490328",NA,"PA",NA,"West Shore, PA"
"West Springfield","MA","42.1070383","-72.6203675","West Springfield","MA","Hampden County","West Springfield, MA"
"West Springfield","VA","38.7726136","-77.2210938","West Springfield","VA","Fairfax County","West Springfield, VA"
"West St. Paul","MN","44.9160768","-93.1016074","West Saint Paul","MN","Dakota County","West St. Paul, MN"
"West Terre Haute","IN","39.4650363","-87.450021","West Terre Haute","IN","Vigo County","West Terre Haute, IN"
"West Tisbury","MA","41.3812245","-70.6744723","West Tisbury","MA","Dukes County","West Tisbury, MA"
"West Union","IA","42.9627564","-91.8082167","West Union","IA","Fayette County","West Union, IA"
"West Union","SC","34.759818","-83.04293","West Union","SC","Oconee County","West Union, SC"
"West Union","WV","39.2964723","-80.777049","West Union","WV","Doddridge County","West Union, WV"
"West Valley","NY","42.4053664","-78.6122617","West Valley","NY","Cattaraugus County","West Valley, NY"
"West Valley","UT","40.6916132","-112.0010501","West Valley City","UT","Salt Lake County","West Valley, UT"
"West Valley City","UT","40.6916132","-112.0010501","West Valley City","UT","Salt Lake County","West Valley City, UT"
"West View","PA","40.5222907","-80.0342217","West View","PA","Allegheny County","West View, PA"
"West Warwick","RI","41.7036711","-71.5215024","West Warwick","RI","Kent County","West Warwick, RI"
"West Whiteland","PA","40.0264958","-75.6091696",NA,"PA","Chester County","West Whiteland, PA"
"West Windsor","NJ","40.2983262","-74.618634","West Windsor Township","NJ","Mercer County","West Windsor, NJ"
"West Windsor Township","NJ","40.2983262","-74.618634","West Windsor Township","NJ","Mercer County","West Windsor Township, NJ"
"Westboro","MA","42.2695216","-71.6161294","Westborough","MA","Worcester County","Westboro, MA"
"Westborough","MA","42.2695216","-71.6161294","Westborough","MA","Worcester County","Westborough, MA"
"Westbrook","ME","43.6770252","-70.3711617","Westbrook","ME","Cumberland County","Westbrook, ME"
"Westbury","NY","40.7556561","-73.5876273","Westbury","NY","Nassau County","Westbury, NY"
"Westby","WI","43.6569157","-90.8542977","Westby","WI","Vernon County","Westby, WI"
"Westchester","NY","41.1220194","-73.7948516",NA,"NY","Westchester County","Westchester, NY"
"Westchester","OH","39.3321262","-84.4172666",NA,"OH","Butler County","Westchester, OH"
"Westchester","PA","39.9606643","-75.6054882","West Chester","PA","Chester County","Westchester, PA"
"Westcliffe","CO","38.1347219","-105.4658353","Westcliffe","CO","Custer County","Westcliffe, CO"
"Westerly","RI","41.3775987","-71.8272871","Westerly","RI","Washington County","Westerly, RI"
"Western Grove","AR","36.1010532","-92.9534145","Western Grove","AR","Newton County","Western Grove, AR"
"Western Slope","CO","38.4780557","-107.8761171",NA,"CO",NA,"Western Slope, CO"
"Western Springs","IL","41.8097532","-87.9006155","Western Springs","IL","Cook County","Western Springs, IL"
"Westerville","OH","40.1266689","-82.9318807","Westerville","OH","Franklin County","Westerville, OH"
"Westfield","IN","40.0427376","-86.1277491","Westfield","IN","Hamilton County","Westfield, IN"
"Westfield","MA","42.1250929","-72.749538","Westfield","MA","Hampden County","Westfield, MA"
"Westfield","NJ","40.6589912","-74.3473717","Westfield","NJ","Union County","Westfield, NJ"
"Westford","MA","42.5792583","-71.4378411","Westford","MA","Middlesex County","Westford, MA"
"Westgate","VA","38.7828925","-77.4974896","West Gate","VA","Prince William County","Westgate, VA"
"Westhampton","MA","42.3028667","-72.7745382","Westhampton","MA","Hampshire County","Westhampton, MA"
"Westhampton Beach","NY","40.8093799","-72.6458277","Westhampton Beach","NY","Suffolk County","Westhampton Beach, NY"
"Westlake","OH","41.4553232","-81.9179173","Westlake","OH","Cuyahoga County","Westlake, OH"
"Westlake Village","CA","34.1466467","-118.8073729","Westlake Village","CA","Los Angeles County","Westlake Village, CA"
"Westland","MI","42.324204","-83.400211","Westland","MI","Wayne County","Westland, MI"
"Westminster","CA","33.7591757","-117.9897058","Westminster","CA","Orange County","Westminster, CA"
"Westminster","CO","39.8366528","-105.0372046","Westminster","CO","Adams County","Westminster, CO"
"Westminster","MD","39.5753791","-76.9958149","Westminster","MD","Carroll County","Westminster, MD"
"Westmont","CA","33.9399781","-118.3046915","Westmont","CA","Los Angeles County","Westmont, CA"
"Westmont","IL","41.7958639","-87.9756175","Westmont","IL","DuPage County","Westmont, IL"
"Westmoreland","NH","42.9620253","-72.4423102","Westmoreland","NH","Cheshire County","Westmoreland, NH"
"Westmoreland","NY","43.1162663","-75.4037358","Westmoreland","NY","Oneida County","Westmoreland, NY"
"Westmoreland","PA","40.2353963","-79.4703885",NA,"PA","Westmoreland County","Westmoreland, PA"
"Westo Boca Raton","FL","26.3689613","-80.1729554","Boca Raton","FL","Palm Beach County","Westo Boca Raton, FL"
"Weston","CT","41.2009294","-73.3806748","Weston","CT","Fairfield County","Weston, CT"
"Weston","FL","26.1003654","-80.3997748","Weston","FL","Broward County","Weston, FL"
"Weston","MA","42.3667625","-71.3031132","Weston","MA","Middlesex County","Weston, MA"
"Weston","WV","39.0384274","-80.467313","Weston","WV","Lewis County","Weston, WV"
"Westover","MD","38.1216606","-75.7071723","Westover","MD","Somerset County","Westover, MD"
"Westport","CT","41.1414717","-73.3579049","Westport","CT","Fairfield County","Westport, CT"
"Westport","NY","44.1839413","-73.4356831","Westport","NY","Essex County","Westport, NY"
"Westview","FL","25.8820398","-80.2419935","Westview","FL","Miami-Dade County","Westview, FL"
"Westville","IL","40.0422589","-87.6386322","Westville","IL","Vermilion County","Westville, IL"
"Westville","IN","41.5414297","-86.9005825","Westville","IN","LaPorte County","Westville, IN"
"Westwood","CA","40.3059999","-121.0057931","Westwood","CA","Lassen County","Westwood, CA"
"Westwood","MA","42.2139873","-71.2244987","Westwood","MA","Norfolk County","Westwood, MA"
"Westwood","NJ","40.9912087","-74.0326395","Westwood","NJ","Bergen County","Westwood, NJ"
"Wethersfield","CT","41.7063537","-72.6596244","Wethersfield","CT","Hartford County","Wethersfield, CT"
"Wetumpka","AL","32.5437448","-86.2119127","Wetumpka","AL","Elmore County","Wetumpka, AL"
"Wexford","PA","40.6266318","-80.0549768","Wexford","PA","Allegheny County","Wexford, PA"
"Weymouth","MA","42.2180724","-70.9410356","Weymouth","MA","Norfolk County","Weymouth, MA"
"Wharton","NJ","40.8931546","-74.5818254","Wharton","NJ","Morris County","Wharton, NJ"
"Wharton","TX","29.3116366","-96.1027371","Wharton","TX","Wharton County","Wharton, TX"
"Wheat Ridge","CO","39.766098","-105.0772063","Wheat Ridge","CO","Jefferson County","Wheat Ridge, CO"
"Wheatland","WY","42.0544141","-104.9527501","Wheatland","WY","Platte County","Wheatland, WY"
"Wheaton","IL","41.8661403","-88.1070127","Wheaton","IL","DuPage County","Wheaton, IL"
"Wheaton","MD","39.0414899","-77.0517746","Wheaton-Glenmont","MD","Montgomery County","Wheaton, MD"
"Wheaton-Glenmont","MD","39.0611888","-77.0449327","Wheaton-Glenmont","MD","Montgomery County","Wheaton-Glenmont, MD"
"Wheeling","IL","42.1391927","-87.9289591","Wheeling","IL","Cook County","Wheeling, IL"
"Wheeling","OH","40.0639616","-80.7209149","Wheeling","WV","Ohio County","Wheeling, OH"
"Wheeling","WV","40.0639616","-80.7209149","Wheeling","WV","Ohio County","Wheeling, WV"
"Whidbey Island","WA","47.9982761","-122.4395026",NA,"WA","Island County","Whidbey Island, WA"
"Whippany","NJ","40.8254055","-74.4022355","Hanover","NJ","Morris County","Whippany, NJ"
"Whitakers","NC","36.1054312","-77.7127535","Whitakers","NC","Nash County","Whitakers, NC"
"White Bear Lake","MN","45.0853814","-93.0081479","White Bear Lake","MN","Ramsey County","White Bear Lake, MN"
"White City","OR","42.431618","-122.8354426","White City","OR","Jackson County","White City, OR"
"White Hall","AR","34.2715181","-92.0894498","White Hall","AR","Jefferson County","White Hall, AR"
"White House","TN","36.4687432","-86.6654844","White House","TN","Sumner County","White House, TN"
"White Lake","MI","42.6592995","-83.4856913","White Lake charter Township","MI","Oakland County","White Lake, MI"
"White Marsh","MD","39.3794196","-76.4599043","White Marsh","MD","Baltimore County","White Marsh, MD"
"White Mesa","UT","37.4658339","-109.4676202","White Mesa","UT","San Juan County","White Mesa, UT"
"White Oak","PA","40.3375695","-79.8092133","White Oak","PA","Allegheny County","White Oak, PA"
"White Oak","TX","32.5279235","-94.8613258","White Oak","TX","Gregg County","White Oak, TX"
"White Plains","NY","41.0339862","-73.7629097","White Plains","NY","Westchester County","White Plains, NY"
"White River Junction","VT","43.6489596","-72.3192579","Hartford","VT","Windsor County","White River Junction, VT"
"White Salmon","WA","45.7277747","-121.4866994","White Salmon","WA","Klickitat County","White Salmon, WA"
"White Sands","NM","32.3823687","-106.4906526","White Sands","NM","Doña Ana County","White Sands, NM"
"White Settlement","TX","32.7597739","-97.4590986","White Settlement","TX","Tarrant County","White Settlement, TX"
"White Sulphur Springs","WV","37.7965107","-80.2975704","White Sulphur Springs","WV","Greenbrier County","White Sulphur Springs, WV"
"White Township",NA,"40.8121949","-75.0494329","White","NJ","Warren County","White Township, NA"
"White Township","NJ","40.8121949","-75.0494329","White","NJ","Warren County","White Township, NJ"
"Whitefield","NH","44.3723077","-71.6117158","Whitefield","NH","Coos County","Whitefield, NH"
"Whitefish","MT","48.4106373","-114.3352652","Whitefish","MT","Flathead County","Whitefish, MT"
"Whitefish Bay","WI","43.1133444","-87.9000856","Whitefish Bay","WI","Milwaukee County","Whitefish Bay, WI"
"Whitehall","MT","45.8693709","-112.0986053","Whitehall","MT","Jefferson County","Whitehall, MT"
"Whitehall","PA","40.6572331","-75.4985521",NA,"PA","Lehigh County","Whitehall, PA"
"Whitehall Township","PA","40.6572331","-75.4985521",NA,"PA","Lehigh County","Whitehall Township, PA"
"Whitehouse","OH","41.5189413","-83.8038284","Whitehouse","OH","Lucas County","Whitehouse, OH"
"Whitesboro","TX","33.6562183","-96.906948","Whitesboro","TX","Grayson County","Whitesboro, TX"
"Whitesburg","KY","37.1184318","-82.8268265","Whitesburg","KY","Letcher County","Whitesburg, KY"
"Whitestown","IN","39.9972626","-86.3458296","Whitestown","IN","Boone County","Whitestown, IN"
"Whitewater","WI","42.8336205","-88.7323272","Whitewater","WI","Walworth County","Whitewater, WI"
"Whiting","IN","41.6797578","-87.4944873","Whiting","IN","Lake County","Whiting, IN"
"Whitingham","VT","42.7893317","-72.8846045","Whitingham","VT","Windham County","Whitingham, VT"
"Whitman","MA","42.0806564","-70.935599","Whitman","MA","Plymouth County","Whitman, MA"
"Whitmore Lake","MI","42.439479","-83.7438303","Whitmore Lake","MI","Livingston County","Whitmore Lake, MI"
"Whitmore lake","MI","42.439479","-83.7438303","Whitmore Lake","MI","Livingston County","Whitmore lake, MI"
"Whitneyville","ME","44.7220213","-67.5233265","Whitneyville","ME","Washington County","Whitneyville, ME"
"Whitsett","NC","36.0761012","-79.5707186","Whitsett","NC","Guilford County","Whitsett, NC"
"Whittier","CA","33.9791793","-118.032844","Whittier","CA","Los Angeles County","Whittier, CA"
"Why","AZ","32.2655355","-112.7397195","Why","AZ","Pima County","Why, AZ"
"Wicasset","ME","44.0028921","-69.665583","Wiscasset","ME","Lincoln County","Wicasset, ME"
"Wichita","KS","37.6871761","-97.330053","Wichita","KS","Sedgwick County","Wichita, KS"
"Wichita Falls",NA,"33.9137085","-98.4933873","Wichita Falls","TX","Wichita County","Wichita Falls, NA"
"Wichita Falls","TX","33.9137085","-98.4933873","Wichita Falls","TX","Wichita County","Wichita Falls, TX"
"Wickenburg","AZ","33.9697664","-112.7301882","Wickenburg","AZ","Maricopa County","Wickenburg, AZ"
"Wickliffe","OH","41.6053266","-81.4534492","Wickliffe","OH","Lake County","Wickliffe, OH"
"Wiggins","CO","40.2305363","-104.0727278","Wiggins","CO","Morgan County","Wiggins, CO"
"Wiggins","MS","30.858244","-89.1353283","Wiggins","MS","Stone County","Wiggins, MS"
"Wikieup","AZ","34.7051439","-113.6118214","Wikieup","AZ","Mohave County","Wikieup, AZ"
"Wilbraham","MA","42.1237206","-72.431586","Wilbraham","MA","Hampden County","Wilbraham, MA"
"Wilcox","AZ","32.2528519","-109.8320124","Willcox","AZ","Cochise County","Wilcox, AZ"
"Wilder","ID","43.6765485","-116.9118157","Wilder","ID","Canyon County","Wilder, ID"
"Wilder","KY","39.0236772","-84.4807399","Wilder","KY","Campbell County","Wilder, KY"
"Wildomar","CA","33.5989126","-117.2800372","Wildomar","CA","Riverside County","Wildomar, CA"
"Wildwood","FL","28.8655006","-82.0379317","Wildwood","FL","Sumter County","Wildwood, FL"
"Wildwood","NJ","38.9917797","-74.8148894","Wildwood","NJ","Cape May County","Wildwood, NJ"
"Wilimington","DE","39.744655","-75.5483909","Wilmington","DE","New Castle County","Wilimington, DE"
"Wilkes Barre","PA","41.2459149","-75.8813075","Wilkes-Barre","PA","Luzerne County","Wilkes Barre, PA"
"Wilkes--Barre","PA","41.2449585","-75.8883633","Wilkes-Barre","PA","Luzerne County","Wilkes--Barre, PA"
"Wilkes-Barre","PA","41.2459149","-75.8813075","Wilkes-Barre","PA","Luzerne County","Wilkes-Barre, PA"
"Wilkes-Barre Township","PA","41.2285305","-75.8696754","Wilkes-Barre Township","PA","Luzerne County","Wilkes-Barre Township, PA"
"Wilkesboro","NC","36.1459649","-81.1606401","Wilkesboro","NC","Wilkes County","Wilkesboro, NC"
"Wilkinsburg","PA","40.4417355","-79.8819942","Wilkinsburg","PA","Allegheny County","Wilkinsburg, PA"
"Willard","MO","37.305047","-93.4285272","Willard","MO","Greene County","Willard, MO"
"Williams","AZ","35.2494566","-112.1910031","Williams","AZ","Coconino County","Williams, AZ"
"Williams","CA","39.1546137","-122.1494187","Williams","CA","Colusa County","Williams, CA"
"Williams","OR","42.2187354","-123.2739548","Williams","OR","Josephine County","Williams, OR"
"Williams Bay","WI","42.5780721","-88.5409333","Williams Bay","WI","Walworth County","Williams Bay, WI"
"Williamsburg","KY","36.7434169","-84.1596561","Williamsburg","KY","Whitley County","Williamsburg, KY"
"Williamsburg","MA","42.3928305","-72.7300929","Williamsburg","MA","Hampshire County","Williamsburg, MA"
"Williamsburg","VA","37.2707022","-76.7074571","Williamsburg","VA",NA,"Williamsburg, VA"
"Williamson","NY","43.2239229","-77.1861277","Williamson","NY","Wayne County","Williamson, NY"
"Williamson","WV","37.6742682","-82.2773629","Williamson","WV","Mingo County","Williamson, WV"
"Williamsport","MD","39.6006523","-77.8205508","Williamsport","MD","Washington County","Williamsport, MD"
"Williamsport","PA","41.2411897","-77.0010786","Williamsport","PA","Lycoming County","Williamsport, PA"
"Williamsport","VA","41.2411897","-77.0010786","Williamsport","PA","Lycoming County","Williamsport, VA"
"Williamston","NC","35.8546039","-77.0555114","Williamston","NC","Martin County","Williamston, NC"
"Williamston","SC","34.6184471","-82.4779053","Williamston","SC","Anderson County","Williamston, SC"
"Williamstown","KY","38.6381245","-84.5604977","Williamstown","KY","Grant County","Williamstown, KY"
"Williamstown","MA","42.7120196","-73.2036898","Williamstown","MA","Berkshire County","Williamstown, MA"
"Williamstown","NJ","39.6862263","-74.995168","Monroe","NJ","Gloucester County","Williamstown, NJ"
"Williamstown","WV","39.4006299","-81.4481766","Williamstown","WV","Wood County","Williamstown, WV"
"Williamsville","NY","42.963947","-78.7378091","Williamsville","NY","Erie County","Williamsville, NY"
"Willimantic","CT","41.7106543","-72.2081338","Windham","CT","Windham County","Willimantic, CT"
"Willingboro","NJ","40.028848","-74.8916458","Willingboro","NJ","Burlington County","Willingboro, NJ"
"Willinston","ND","48.1469683","-103.6179745","Williston","ND","Williams County","Willinston, ND"
"Willis","TX","30.4249276","-95.4799418","Willis","TX","Montgomery County","Willis, TX"
"Williston","FL","29.38747","-82.4467705","Williston","FL","Levy County","Williston, FL"
"Williston","ND","48.1469683","-103.6179745","Williston","ND","Williams County","Williston, ND"
"Williston","VT","44.4496023","-73.1109997","Williston","VT","Chittenden County","Williston, VT"
"Willits","CA","39.4096079","-123.3555656","Willits","CA","Mendocino County","Willits, CA"
"Willmar","MN","45.1223711","-95.048659","Willmar","MN","Kandiyohi County","Willmar, MN"
"Willmette","IL","42.0722513","-87.7228384","Wilmette","IL","Cook County","Willmette, IL"
"Willmington","OH","39.4453393","-83.8285375","Wilmington","OH","Clinton County","Willmington, OH"
"Willoughby","OH","41.6397696","-81.4065011","Willoughby","OH","Lake County","Willoughby, OH"
"Willoughby Hills","OH","41.587599","-81.4394539","Willoughby Hills","OH","Lake County","Willoughby Hills, OH"
"Willow Springs","MO","36.9922768","-91.9698742","Willow Springs","MO","Howell County","Willow Springs, MO"
"Willow Street","PA","39.9792659","-76.2763474","Willow Street","PA","Lancaster County","Willow Street, PA"
"Willows","CA","39.5243265","-122.1935931","Willows","CA","Glenn County","Willows, CA"
"Willsboro","NY","44.3579929","-73.3911945","Willsboro","NY","Essex County","Willsboro, NY"
"Wilmar","MN","45.1223711","-95.048659","Willmar","MN","Kandiyohi County","Wilmar, MN"
"Wilmerding","PA","40.3909023","-79.8100472","Wilmerding","PA","Allegheny County","Wilmerding, PA"
"Wilmette","IL","42.0722513","-87.7228384","Wilmette","IL","Cook County","Wilmette, IL"
"Wilmington","CA","33.7911608","-118.2633204","Los Angeles","CA","Los Angeles County","Wilmington, CA"
"Wilmington","DE","39.744655","-75.5483909","Wilmington","DE","New Castle County","Wilmington, DE"
"Wilmington","MA","42.5481714","-71.1724467","Wilmington","MA","Middlesex County","Wilmington, MA"
"Wilmington","NC","34.2103894","-77.8868117","Wilmington","NC","New Hanover County","Wilmington, NC"
"Wilmington","OH","39.4453393","-83.8285375","Wilmington","OH","Clinton County","Wilmington, OH"
"Wilmington","OR","34.2103894","-77.8868117","Wilmington","NC","New Hanover County","Wilmington, OR"
"Wilmington","VT","42.8683889","-72.8714468","Wilmington","VT","Windham County","Wilmington, VT"
"Wilmore","KY","37.8620226","-84.6616105","Wilmore","KY","Jessamine County","Wilmore, KY"
"Wilson","NC","35.7258286","-77.9111237","Wilson","NC","Wilson County","Wilson, NC"
"Wilson","PA","40.6839875","-75.2418439","Wilson","PA","Northampton County","Wilson, PA"
"Wilson","WI","44.9535753","-92.1735178","Wilson","WI","St. Croix County","Wilson, WI"
"Wilson Creek","WA","47.4232005","-119.1208498","Wilson Creek","WA","Grant County","Wilson Creek, WA"
"Wilson-Conococheague","MD","39.6525005","-77.8310104","Wilson-Conococheague","MD","Washington County","Wilson-Conococheague, MD"
"Wilsonville","OR","45.3029344","-122.7726687","Wilsonville","OR","Clackamas County","Wilsonville, OR"
"Wilton","CA","38.411855","-121.2721709","Wilton","CA","Sacramento County","Wilton, CA"
"Wilton","CT","41.1953739","-73.4378988","Wilton","CT","Fairfield County","Wilton, CT"
"Wilton","IA","41.5889154","-91.0168179","Wilton","IA","Muscatine County","Wilton, IA"
"Wilton","NH","42.8433943","-71.7351077","Wilton","NH","Hillsborough County","Wilton, NH"
"Wilton","NY","43.1800734","-73.7442863","Wilton","NY","Saratoga County","Wilton, NY"
"Wilton Manors","FL","26.1603626","-80.138934","Wilton Manors","FL","Broward County","Wilton Manors, FL"
"Wimauma","FL","27.7124855","-82.2982952","Wimauma","FL","Hillsborough County","Wimauma, FL"
"Wimberley","TX","29.9974362","-98.0986204","Wimberley","TX","Hays County","Wimberley, TX"
"Wimea","HI","20.020409","-155.6688831","Waimea","HI","Hawaii County","Wimea, HI"
"Winamac","IN","41.0514299","-86.6030648","Winamac","IN","Pulaski County","Winamac, IN"
"Winchendon","MA","42.6871009","-72.0439529","Winchendon","MA","Worcester County","Winchendon, MA"
"Winchester","KY","37.990079","-84.1796503","Winchester","KY","Clark County","Winchester, KY"
"Winchester","MA","42.452303","-71.1369959","Winchester","MA","Middlesex County","Winchester, MA"
"Winchester","NV","36.1370261","-115.1185825","Winchester","NV","Clark County","Winchester, NV"
"Winchester","PA","40.0551113","-75.0296155","Philadelphia","PA","Philadelphia County","Winchester, PA"
"Winchester","TN","35.1859163","-86.1122071","Winchester","TN","Franklin County","Winchester, TN"
"Winchester","VA","39.1856597","-78.1633341","Winchester","VA",NA,"Winchester, VA"
"Windber","PA","40.2397986","-78.8350223","Windber","PA","Somerset County","Windber, PA"
"Winder","GA","33.9926097","-83.7201709","Winder","GA","Barrow County","Winder, GA"
"Windermere","FL","28.4955593","-81.5347952","Windermere","FL","Orange County","Windermere, FL"
"Windham","CT","41.6998208","-72.1570219","Windham","CT","Windham County","Windham, CT"
"Windham","NH","42.8006441","-71.304229","Windham","NH","Rockingham County","Windham, NH"
"Windhorst","TX","33.5762163","-98.4367186","Windthorst","TX","Archer County","Windhorst, TX"
"Window Rock","AZ","35.680573","-109.0525929","Window Rock","AZ","Apache County","Window Rock, AZ"
"Windsor","CA","38.5471327","-122.8163802","Windsor","CA","Sonoma County","Windsor, CA"
"Windsor","CO","40.4774818","-104.9013617","Windsor","CO","Weld County","Windsor, CO"
"Windsor","CT","41.8525984","-72.6437022","Windsor","CT","Hartford County","Windsor, CT"
"Windsor","NC","35.9984925","-76.9460641","Windsor","NC","Bertie County","Windsor, NC"
"Windsor","NH","43.1426262","-72.0261223","Windsor","NH","Hillsborough County","Windsor, NH"
"Windsor","NY","42.0759128","-75.640462","Windsor","NY","Broome County","Windsor, NY"
"Windsor","VA","36.808483","-76.7441246","Windsor","VA","Isle of Wight County","Windsor, VA"
"Windsor","VT","43.4799996","-72.3865679","Windsor","VT","Windsor County","Windsor, VT"
"Windsor Heights","IA","41.6004152","-93.7130733","Windsor Heights","IA","Polk County","Windsor Heights, IA"
"Windsor Locks","CT","41.9242917","-72.6454469","Windsor Locks","CT","Hartford County","Windsor Locks, CT"
"Windsor Mill","MD","39.3326927","-76.7595659","Milford Mill","MD","Baltimore County","Windsor Mill, MD"
"Winekta","IL","42.1080834","-87.735895","Winnetka","IL","Cook County","Winekta, IL"
"Winfield","IL","41.8616956","-88.1609031","Winfield","IL","DuPage County","Winfield, IL"
"Winfield","KS","37.2397486","-96.9955918","Winfield","KS","Cowley County","Winfield, KS"
"Winfield","WV","38.5331448","-81.8934675","Winfield","WV","Putnam County","Winfield, WV"
"Wingdale","NY","41.6465446","-73.5667744","Wingdale","NY","Dutchess County","Wingdale, NY"
"Winnebago","IL","42.2661311","-89.2412202","Winnebago","IL","Winnebago County","Winnebago, IL"
"Winnebago","NE","42.2376482","-96.4723119","Winnebago","NE","Thurston County","Winnebago, NE"
"Winneconne","WI","44.1108154","-88.7126107","Winneconne","WI","Winnebago County","Winneconne, WI"
"Winnekta","IL","42.1080834","-87.735895","Winnetka","IL","Cook County","Winnekta, IL"
"Winnemucca","NV","40.9728274","-117.7357354","Winnemucca","NV","Humboldt County","Winnemucca, NV"
"Winner","SD","43.3766665","-99.8590069","Winner","SD","Tripp County","Winner, SD"
"Winnetka","CA","34.208337","-118.5710684","Los Angeles","CA","Los Angeles County","Winnetka, CA"
"Winnetka","IL","42.1080834","-87.735895","Winnetka","IL","Cook County","Winnetka, IL"
"Winnfield","LA","31.9254413","-92.6395931","Winnfield","LA","Winn Parish","Winnfield, LA"
"Winnie","TX","29.8202205","-94.3840777","Winnie","TX","Chambers County","Winnie, TX"
"Winnie-Stowell","TX","29.8202205","-94.3840777","Winnie","TX","Chambers County","Winnie-Stowell, TX"
"Winnsboro","LA","32.1632079","-91.720681","Winnsboro","LA","Franklin Parish","Winnsboro, LA"
"Winona","MN","44.0553908","-91.6663523","Winona","MN","Winona County","Winona, MN"
"Winona","WI","44.0477409","-91.5951476",NA,"WI","Buffalo County","Winona, WI"
"Winona Lake","IN","41.2272668","-85.8219345","Winona Lake","IN","Kosciusko County","Winona Lake, IN"
"Winooski","VT","44.491438","-73.1856832","Winooski","VT","Chittenden County","Winooski, VT"
"Winslow","AZ","35.0241873","-110.6973571","Winslow","AZ","Navajo County","Winslow, AZ"
"Winslow","ME","44.5459679","-69.6203137","Winslow","ME","Kennebec County","Winslow, ME"
"Winslow","WA","47.6248425","-122.5170342","Bainbridge Island","WA","Kitsap County","Winslow, WA"
"Winsted","CT","41.9237696","-73.0600121","Winsted","CT","Litchfield County","Winsted, CT"
"Winston","NM","33.34638","-107.6478894","Winston","NM","Sierra County","Winston, NM"
"Winston Salem","NC","36.0998596","-80.244216","Winston-Salem","NC","Forsyth County","Winston Salem, NC"
"Winston-Salem","NC","36.0998596","-80.244216","Winston-Salem","NC","Forsyth County","Winston-Salem, NC"
"Winston-Salem","SC","36.0998596","-80.244216","Winston-Salem","NC","Forsyth County","Winston-Salem, SC"
"Winter Garden","FL","28.5652787","-81.5861847","Winter Garden","FL","Orange County","Winter Garden, FL"
"Winter Haven","FL","28.0222435","-81.7328567","Winter Haven","FL","Polk County","Winter Haven, FL"
"Winter Park","CO","39.8916537","-105.7630624","Winter Park","CO","Grand County","Winter Park, CO"
"Winter Park","FL","28.5999998","-81.3392352","Winter Park","FL","Orange County","Winter Park, FL"
"Winter Springs","FL","28.6988853","-81.3081226","Winter Springs","FL","Seminole County","Winter Springs, FL"
"Winterhaven","CA","32.739491","-114.6346751","Winterhaven","CA","Imperial County","Winterhaven, CA"
"Winters","CA","38.5249065","-121.9708017","Winters","CA","Yolo County","Winters, CA"
"Winterville","NC","35.529051","-77.4010762","Winterville","NC","Pitt County","Winterville, NC"
"Winthrop","MA","42.374776","-70.9862693","Winthrop","MA","Suffolk County","Winthrop, MA"
